country,date,daily_vaccinations,vaccines
United Kingdom,1/7/2021,129663,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/8/2021,148171,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/9/2021,166680,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/10/2021,185188,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/11/2021,182424,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/12/2021,187930,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/13/2021,202716,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/14/2021,222253,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/15/2021,242692,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/16/2021,256292,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/17/2021,262404,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/18/2021,268518,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/19/2021,286118,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/20/2021,297294,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/21/2021,310246,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/22/2021,331933,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/23/2021,362307,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,1/24/2021,361321,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,12/20/2020,,"Moderna, Pfizer/BioNTech"
United States,12/21/2020,57909,"Moderna, Pfizer/BioNTech"
United States,12/22/2020,127432,"Moderna, Pfizer/BioNTech"
United States,12/23/2020,150606,"Moderna, Pfizer/BioNTech"
United States,12/24/2020,191001,"Moderna, Pfizer/BioNTech"
United States,12/25/2020,215238,"Moderna, Pfizer/BioNTech"
United States,12/26/2020,231396,"Moderna, Pfizer/BioNTech"
United States,12/27/2020,211379,"Moderna, Pfizer/BioNTech"
United States,12/28/2020,216147,"Moderna, Pfizer/BioNTech"
United States,12/29/2020,235685,"Moderna, Pfizer/BioNTech"
United States,12/30/2020,255223,"Moderna, Pfizer/BioNTech"
United States,12/31/2020,278776,"Moderna, Pfizer/BioNTech"
United States,1/1/2021,302329,"Moderna, Pfizer/BioNTech"
United States,1/2/2021,325882,"Moderna, Pfizer/BioNTech"
United States,1/3/2021,336949,"Moderna, Pfizer/BioNTech"
United States,1/4/2021,348017,"Moderna, Pfizer/BioNTech"
United States,1/5/2021,339372,"Moderna, Pfizer/BioNTech"
United States,1/6/2021,358887,"Moderna, Pfizer/BioNTech"
United States,1/7/2021,378253,"Moderna, Pfizer/BioNTech"
United States,1/8/2021,419933,"Moderna, Pfizer/BioNTech"
United States,1/9/2021,461263,"Moderna, Pfizer/BioNTech"
United States,1/10/2021,546636,"Moderna, Pfizer/BioNTech"
United States,1/11/2021,632009,"Moderna, Pfizer/BioNTech"
United States,1/12/2021,641524,"Moderna, Pfizer/BioNTech"
United States,1/13/2021,710238,"Moderna, Pfizer/BioNTech"
United States,1/14/2021,747082,"Moderna, Pfizer/BioNTech"
United States,1/15/2021,798707,"Moderna, Pfizer/BioNTech"
United States,1/16/2021,811670,"Moderna, Pfizer/BioNTech"
United States,1/17/2021,824632,"Moderna, Pfizer/BioNTech"
United States,1/18/2021,837595,"Moderna, Pfizer/BioNTech"
United States,1/19/2021,911493,"Moderna, Pfizer/BioNTech"
United States,1/20/2021,892403,"Moderna, Pfizer/BioNTech"
United States,1/21/2021,913912,"Moderna, Pfizer/BioNTech"
United States,1/22/2021,975540,"Moderna, Pfizer/BioNTech"
United States,1/23/2021,1057387,"Moderna, Pfizer/BioNTech"
United States,1/24/2021,1122182,"Moderna, Pfizer/BioNTech"
United States,1/25/2021,1126251,"Moderna, Pfizer/BioNTech"
Wales,12/13/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/14/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/15/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/16/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/17/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/18/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/19/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/20/2020,2198,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/21/2020,2136,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/22/2020,2074,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/23/2020,2012,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/24/2020,1950,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/25/2020,1887,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/26/2020,1825,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/27/2020,1763,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/28/2020,1796,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/29/2020,1830,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/30/2020,1863,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,12/31/2020,1896,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/1/2021,1929,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/2/2021,1962,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/3/2021,1995,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/4/2021,2450,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/5/2021,2904,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/6/2021,3359,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/7/2021,3814,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/8/2021,4268,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/9/2021,4723,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/10/2021,5177,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/11/2021,5183,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/12/2021,5893,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/13/2021,6812,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/14/2021,7988,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/15/2021,8460,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/16/2021,8931,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/17/2021,9403,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/18/2021,10123,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/19/2021,10672,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/20/2021,11105,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/21/2021,12318,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/22/2021,15148,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/23/2021,17371,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1/24/2021,17063,"Oxford/AstraZeneca, Pfizer/BioNTech"
